id,labels,nombre,apellido,telefono,dpi,fecha_nacimiento,id_cliente,nit,membresia,num_membresia,fecha_inicio,puesto,id_empleado,salario,planilla
1001,Persona,Jessica,Cohen,482-202-3575,3572714917809,1972-12-26,,,,,,,,,
1002,Persona|Personal,Dylan,Brown,591.581.4495x2425,6808170832075,1999-02-04,,,,,2010-09-27,Cajero,426,13257.26,True
1003,Persona,Jonathon,Lowe,(922)384-8593x056,9868908298096,1965-08-08,,,,,,,,,
1004,Persona|Cliente|Personal,Karen,Collins,(512)548-8890,2745678565140,1984-11-04,595,8606011,False,,2020-12-04,Gerente,427,14834.11,True
1005,Persona,Nathan,Chapman,001-552-848-7952,7850998289478,2002-07-26,,,,,,,,,
1006,Persona,Hannah,Howell,851-554-6028x5020,8004115334189,1987-06-27,,,,,,,,,
1007,Persona|Cliente|Personal,Caitlin,Brown,+1-343-253-1575x228,3056044118569,2004-07-03,596,6448494,True,229794,2021-03-13,Gerente,428,12671.05,False
1008,Persona|Cliente,Shannon,Mayo,494.532.9305,2957844427127,1978-03-31,597,5184680,True,509463,,,,,
1009,Persona|Cliente|Personal,Angela,Chaney,+1-647-994-7777x318,7035072645002,2005-12-14,598,1580761,False,,2010-07-08,Repartidor,429,3706.17,True
1010,Persona|Cliente,Dustin,Bishop,001-522-725-8493x26623,9864104425472,1999-10-23,599,7086145,True,716046,,,,,
1011,Persona|Cliente|Personal,Alicia,Murphy,578-499-7513x777,1237371218991,2005-12-02,600,4342084,True,156240,2021-10-26,Repartidor,430,10592.1,True
1012,Persona,Mitchell,Martinez,4405045118,9133884819094,1998-05-20,,,,,,,,,
1013,Persona,Henry,Fuller,428.961.7293,7509538966629,1990-04-19,,,,,,,,,
1014,Persona|Cliente,Kevin,Mcguire,(242)284-9776x924,7436028620770,2000-07-15,601,4614608,True,133903,,,,,
1015,Persona,Patrick,Wade,352.862.4642x2853,4314034480086,1978-07-15,,,,,,,,,
1016,Persona,Chelsea,Tucker,968-250-8000,4994239923900,1993-07-08,,,,,,,,,
1017,Persona|Cliente|Personal,David,Parker,+1-278-902-5829x972,4955886669135,1973-07-05,602,1766309,False,,2023-05-05,Vendedor,431,8151.76,True
1018,Persona,Miranda,Martin,575.205.0187,8749150345640,2004-03-17,,,,,,,,,
1019,Persona,Sarah,Jimenez,356.462.9417x41044,3728758134755,2004-06-08,,,,,,,,,
1020,Persona|Cliente|Personal,Linda,Ortiz,+1-555-680-7694x3802,7660152557231,1969-04-14,603,2192862,True,230798,2024-04-24,Cajero,432,11436.66,False
1021,Persona|Cliente,Fernando,Perkins,(265)291-7672,4809950891304,1972-09-13,604,3990681,True,895258,,,,,
1022,Persona|Personal,Karen,Molina,772-309-7763,1970506754950,1996-09-21,,,,,2015-07-31,Cajero,433,5229.57,False
1023,Persona,Debra,Mills,4026956809,4604643789808,1999-03-16,,,,,,,,,
1024,Persona|Cliente,Jonathan,Rivers,759-416-8032x1067,3145306953236,1997-05-11,605,5916436,False,,,,,,
1025,Persona|Cliente,Philip,Holloway,780-863-1490,8012421662805,2003-01-13,606,9718095,True,251928,,,,,
1026,Persona|Personal,Alexandra,Stanley,(271)796-8197,7362188795779,1991-11-21,,,,,2021-10-07,Repartidor,434,10092.67,True
1027,Persona,Christopher,Smith,960-374-0053,1943120915687,1984-10-06,,,,,,,,,
1028,Persona,Stephanie,Miller,860-727-4220x6120,1882322106542,1973-02-08,,,,,,,,,
1029,Persona|Cliente|Personal,Anthony,Wilson,708.451.1592x8742,8145622200020,1968-12-28,607,7368879,False,,2018-05-19,Gerente,435,5539.16,False
1030,Persona,Sydney,Russell,896-803-3884,5238935065838,1985-07-14,,,,,,,,,
1031,Persona|Cliente,Robert,Anderson,729.729.5211,8797056792225,2003-11-27,608,3126643,False,,,,,,
1032,Persona|Personal,Nicole,Bailey,(631)395-8574x26205,8235392623395,2001-12-07,,,,,2010-02-16,Cajero,436,4884.12,False
1033,Persona|Cliente,Mary,Hobbs,(604)926-2586x7346,2600076859058,2003-08-04,609,7344502,False,,,,,,
1034,Persona,Rick,Mitchell,001-415-533-0162x91804,4246699032447,1962-04-16,,,,,,,,,
1035,Persona|Cliente,Melissa,Lewis,951-867-2181x294,5955304310199,1979-03-20,610,5199869,True,612801,,,,,
1036,Persona|Cliente|Personal,Michelle,Hall,(315)342-0840x75288,4249835680449,2005-05-02,611,6653878,True,927057,2019-05-24,Supervisor,437,13449.36,True
1037,Persona|Cliente|Personal,Eric,Nguyen,912.450.9903,3094017183235,1966-08-26,612,4058283,True,374693,2018-08-07,Cajero,438,3074.09,False
1038,Persona|Cliente|Personal,Chad,Cunningham,2352180889,7982790670751,1968-05-24,613,4245259,False,,2012-02-08,Vendedor,439,6096.56,True
1039,Persona|Personal,Elizabeth,Hall,(912)311-0866x88800,3652848519258,1980-04-24,,,,,2012-09-07,Supervisor,440,9896.61,True
1040,Persona|Cliente|Personal,Jenny,Marsh,751.887.3583,3892658551685,2000-12-25,614,9874171,True,771686,2022-03-25,Vendedor,441,7919.6,False
1041,Persona,Matthew,Wolfe,001-989-946-2723,4981689392507,1970-10-09,,,,,,,,,
1042,Persona|Personal,Donna,Burke,(337)993-9258x2816,8831531896226,1977-09-04,,,,,2022-12-18,Repartidor,442,14936.23,True
1043,Persona,Wanda,Terry,(894)737-0169x346,2854275600035,1971-08-07,,,,,,,,,
1044,Persona|Cliente,Christine,Martin,264.222.4313,1545186856953,1997-11-03,615,4855570,True,774519,,,,,
1045,Persona|Cliente|Personal,Brian,Lopez,(417)684-3496,1543214712603,1998-12-18,616,1743271,False,,2014-06-14,Vendedor,443,11774.12,True
1046,Persona,Tammy,Velez,001-413-779-4318x86440,2118189992053,1960-04-24,,,,,,,,,
1047,Persona|Cliente|Personal,Vanessa,Bailey,+1-408-704-7550x0595,4591001317334,1995-09-12,617,5512950,True,502261,2018-11-28,Vendedor,444,3205.9,False
1048,Persona|Cliente|Personal,Robin,Newton,+1-557-550-6358x5364,9651278085787,2004-05-12,618,8321089,False,,2024-05-09,Supervisor,445,8207.88,False
1049,Persona|Personal,Anthony,Dickson,(202)404-3685,2043391838703,1978-04-05,,,,,2015-10-18,Supervisor,446,7208.64,False
1050,Persona|Cliente,Cody,Ferguson,599.867.5233,1210312612164,1992-06-02,619,2375601,True,116255,,,,,
1051,Persona,Shannon,Davis,4155568963,9338481150561,1989-08-21,,,,,,,,,
1052,Persona|Cliente|Personal,Julie,Warner,(852)369-8692,1628532493490,1975-07-12,620,4957043,False,,2023-04-18,Cajero,447,11676.84,False
1053,Persona|Personal,Melanie,Stewart,426-902-2446x796,8405347466414,1999-10-25,,,,,2022-03-20,Vendedor,448,6520.08,True
1054,Persona|Cliente,Jason,Fernandez,+1-535-893-4298,5741402364424,1962-06-15,621,3332576,False,,,,,,
1055,Persona,Allison,Jenkins,001-736-541-8485x612,3241336454972,1962-04-22,,,,,,,,,
1056,Persona|Cliente|Personal,Richard,Clarke,492-806-8563x85733,1302941874446,1966-06-27,622,5882945,True,874435,2020-09-11,Supervisor,449,12333.6,False
1057,Persona,Katherine,Drake,001-522-321-1989x0879,7414421364455,1965-04-29,,,,,,,,,
1058,Persona|Personal,Theodore,Santana,327-273-5963,2531674954686,1990-06-20,,,,,2012-10-06,Vendedor,450,12053.1,True
1059,Persona|Cliente,John,Gonzalez,001-832-850-5863,9177898138290,1977-11-10,623,6133236,False,,,,,,
1060,Persona,Shelly,Anderson,449-481-2074x346,9828701381955,1991-10-06,,,,,,,,,
1061,Persona|Cliente,Joshua,Berry,230.763.3730,5142967165962,2001-11-14,624,3238869,False,,,,,,
1062,Persona|Cliente,Arthur,Montes,872.667.0931x3187,4760091840727,1970-01-13,625,9634451,False,,,,,,
1063,Persona|Cliente|Personal,Ruth,Russell,(926)977-0593x60983,8415615255081,1969-03-20,626,7141088,True,887486,2015-12-03,Repartidor,451,10882.62,False
1064,Persona|Cliente,Chad,Martinez,563-401-9284,6244899405677,1969-11-07,627,7376294,False,,,,,,
1065,Persona|Cliente|Personal,James,Strickland,9716037486,8893616031563,1970-09-05,628,2923356,False,,2024-03-16,Gerente,452,14747.21,False
1066,Persona|Cliente|Personal,Daniel,Sloan,001-240-355-2682x36232,1630997190719,1981-02-26,629,9945995,True,530114,2016-02-24,Repartidor,453,11907.78,False
1067,Persona,Kathryn,Stone,238.884.0259x313,7904474887078,1971-02-16,,,,,,,,,
1068,Persona|Cliente|Personal,Eugene,Sweeney,(512)255-0305,5004781554659,1987-03-06,630,1193404,False,,2018-05-22,Cajero,454,12665.9,False
1069,Persona|Cliente,Carla,Maldonado,618.275.2702,3498427984850,1973-08-03,631,8242759,True,677929,,,,,
1070,Persona,Kristina,Barnes,(383)395-4341x73976,2687146287777,1962-08-20,,,,,,,,,
1071,Persona,Ann,Lang,001-503-434-2434x50800,9379398278239,1977-08-14,,,,,,,,,
1072,Persona|Cliente|Personal,Sandra,Ritter,(409)522-3105x61106,6110069433774,1990-06-22,632,3878069,True,974715,2010-09-14,Repartidor,455,10377.76,False
1073,Persona|Cliente,Brian,Oconnor,+1-326-837-3114x43690,5776499157589,1970-08-04,633,2970256,True,312722,,,,,
1074,Persona|Cliente,Audrey,Curry,(493)873-1129,6661503975708,1971-03-13,634,3453284,False,,,,,,
1075,Persona|Cliente,Christine,Norman,822-804-6455x03817,3674751112921,1988-03-21,635,6638755,False,,,,,,
1076,Persona|Cliente,Maureen,Ramirez,001-278-328-7441x841,4316315227439,1993-09-03,636,1933808,True,690543,,,,,
1077,Persona|Cliente|Personal,Sarah,Black,936-221-6364x77912,1959666288877,1987-03-09,637,7185620,True,992320,2020-07-15,Supervisor,456,7563.89,True
1078,Persona|Cliente|Personal,Andrew,Young,001-289-614-4652x76332,5986090026432,2000-11-08,638,3272372,False,,2024-08-13,Gerente,457,4140.18,False
1079,Persona|Cliente|Personal,Sonya,Smith,(297)829-2592x16777,2501654516763,2002-07-07,639,1939489,False,,2014-03-26,Gerente,458,8798.15,False
1080,Persona|Cliente|Personal,Lisa,Chavez,+1-232-790-2110x55449,2024054413240,2005-05-07,640,3079418,True,228092,2016-06-09,Gerente,459,4536.07,True
1081,Persona,Ricardo,Webster,957-844-8812x8030,9998403646687,1963-07-05,,,,,,,,,
1082,Persona|Cliente|Personal,Scott,Davis,507-711-3886,2819819601158,1969-07-09,641,6391658,False,,2019-09-25,Gerente,460,12226.88,False
1083,Persona|Cliente,John,Boyd,(696)776-6333x3949,9885372421700,1961-02-28,642,2522823,False,,,,,,
1084,Persona|Cliente|Personal,Dana,Cooper,9806262692,8235734061333,1961-09-30,643,2943954,True,653025,2024-12-01,Supervisor,461,11603.89,True
1085,Persona|Cliente|Personal,Gloria,Crawford,+1-534-340-3390x817,7443833298295,1978-03-22,644,8320797,True,494605,2017-08-24,Vendedor,462,8544.94,True
1086,Persona|Cliente|Personal,John,Brown,374-341-1738x44142,1439286706948,1962-08-31,645,1615410,False,,2010-05-04,Supervisor,463,13776.68,False
1087,Persona|Cliente|Personal,Karen,Boyle,351.673.5064x522,3445902145625,1980-10-16,646,4754325,False,,2011-07-23,Repartidor,464,8189.34,True
1088,Persona|Cliente,Pamela,Suarez,215.379.8437x9267,3023665344897,1961-06-13,647,1861838,False,,,,,,
1089,Persona|Cliente,Alyssa,Hayes,+1-327-966-0734,5067142293207,1987-02-19,648,5641854,True,600707,,,,,
1090,Persona,Warren,Armstrong,(585)542-0740x547,4614566305432,1986-09-24,,,,,,,,,
1091,Persona|Cliente|Personal,Catherine,Davis,(382)709-1279,9770286767640,1999-09-24,649,8934856,True,675423,2024-12-28,Supervisor,465,8738.27,False
1092,Persona|Cliente,Cynthia,Williams,527.315.2516x10536,4527949436439,1981-12-31,650,6859837,False,,,,,,
1093,Persona|Cliente|Personal,Joseph,Smith,(533)553-9772,6538481841843,1963-12-01,651,1543225,False,,2020-10-05,Cajero,466,4097.55,True
1094,Persona,Katie,Carter,446-989-3004x451,3567009785128,1962-02-18,,,,,,,,,
1095,Persona|Personal,Justin,Thomas,001-651-795-5556,3738215914194,1971-03-06,,,,,2010-09-29,Repartidor,467,14890.7,False
1096,Persona|Cliente|Personal,Robert,Palmer,001-895-818-4320x84136,3174339673068,1980-12-07,652,1803569,True,531852,2018-01-01,Vendedor,468,4417.04,False
1097,Persona,William,Gould,462.379.0747,9639130888651,1979-08-16,,,,,,,,,
1098,Persona|Personal,Linda,Brown,4976375877,1032265715674,1990-06-12,,,,,2017-08-22,Vendedor,469,8503.09,False
1099,Persona,Paula,Stevens,959-400-0881x12590,9193724376644,1991-10-23,,,,,,,,,
1100,Persona|Cliente,Kevin,Smith,6837375112,1346705611857,1978-04-17,653,9471978,False,,,,,,
1101,Persona,Kristy,Edwards,830-618-3800,5014863043041,1988-12-03,,,,,,,,,
1102,Persona|Personal,Amy,Hanson,+1-494-797-9161x3044,7521767975962,1985-02-17,,,,,2013-01-02,Repartidor,470,4018.44,True
1103,Persona,Margaret,Webb,810.642.6924,6073804338710,1960-09-27,,,,,,,,,
1104,Persona|Cliente,Krystal,Moyer,(934)369-8856,1481516178090,1994-03-18,654,6790738,True,778784,,,,,
1105,Persona|Cliente,Dennis,Matthews,+1-338-897-1820,1071112893252,1996-12-05,655,6035534,False,,,,,,
1106,Persona|Cliente|Personal,Christina,Scott,966-839-9742,4048176989056,1965-01-16,656,3350330,False,,2013-08-12,Supervisor,471,12636.34,False
1107,Persona|Cliente,Troy,Owens,260-676-2107x9512,9615712894663,1977-03-18,657,3775119,True,863885,,,,,
1108,Persona,Tyler,Brown,8285264430,4994388846014,1978-01-20,,,,,,,,,
1109,Persona|Cliente|Personal,Pamela,Gomez,481-988-4657,3591820129120,1975-02-27,658,6518443,True,968067,2019-12-20,Supervisor,472,13047.75,True
1110,Persona|Personal,Courtney,Peters,313-481-5059x4215,6531515729039,1973-03-28,,,,,2021-01-04,Vendedor,473,5310.24,True
1111,Persona|Cliente|Personal,Theodore,Smith,558-600-3374x3137,9993401837255,1970-02-16,659,2355541,True,268807,2021-07-20,Repartidor,474,9232.08,False
1112,Persona,April,Ross,(542)714-6295x96618,6362972226640,1970-10-25,,,,,,,,,
1113,Persona|Cliente,Ryan,Martin,001-854-979-4898x80982,8214498713415,1991-06-17,660,2843009,False,,,,,,
1114,Persona|Cliente|Personal,David,Martinez,(602)258-3787x356,6247198270122,1997-08-04,661,4143872,True,613967,2022-04-15,Cajero,475,4232.12,True
1115,Persona|Cliente|Personal,William,Mcclain,001-478-572-1843x0485,4910477896595,1996-12-30,662,5607622,False,,2021-06-09,Gerente,476,7692.54,False
1116,Persona,Christopher,Williams,345.508.7033,7232832412076,1965-02-11,,,,,,,,,
1117,Persona|Cliente|Personal,Alec,Walker,+1-608-957-0906,5513943666739,2001-10-01,663,1126716,False,,2014-06-12,Gerente,477,10074.22,True
1118,Persona,Raymond,Lawrence,(292)409-4366x6284,4199295504271,2001-09-07,,,,,,,,,
1119,Persona,Marcus,Taylor,5998040518,2574201510345,1990-10-14,,,,,,,,,
1120,Persona|Cliente,Kenneth,Bryant,943.562.5798x32223,6943101889710,1961-03-06,664,9750100,False,,,,,,
1121,Persona,Jeffrey,Ramsey,001-977-382-2980x359,6184277891166,1973-04-18,,,,,,,,,
1122,Persona|Cliente|Personal,Seth,Herrera,(803)206-1070x478,2506793844714,1961-04-10,665,4365145,True,899872,2018-11-23,Gerente,478,11830.9,True
1123,Persona,Wayne,Brooks,960-684-0086x61277,6264923564497,1973-11-24,,,,,,,,,
1124,Persona|Cliente|Personal,Suzanne,Gregory,+1-450-556-5567x614,3657305330310,1976-04-02,666,3873591,False,,2010-05-18,Gerente,479,6772.69,True
1125,Persona|Cliente,David,Jackson,5402448316,2051195402683,1980-08-06,667,1232846,True,529146,,,,,
1126,Persona|Personal,Joseph,Dixon,9842418543,7017420346656,1964-06-21,,,,,2010-11-08,Supervisor,480,3604.45,True
1127,Persona|Cliente,Cody,Dillon,001-952-778-6109,2501880568226,1993-03-31,668,7532002,True,729152,,,,,
1128,Persona|Personal,Scott,Ho,001-631-994-8691,1986209750725,1981-12-02,,,,,2012-05-16,Supervisor,481,6536.37,False
1129,Persona|Personal,Luis,Norman,9749119895,3416681564889,1975-03-10,,,,,2011-01-27,Gerente,482,3297.4,False
1130,Persona|Cliente,Jessica,Alexander,(507)747-2146,8178738251273,1979-07-18,669,1221335,False,,,,,,
1131,Persona|Cliente,Christopher,Taylor,846-249-6307,4720677876146,1964-08-16,670,4616110,False,,,,,,
1132,Persona|Cliente,Valerie,Smith,(374)342-5419x127,7220027715651,1978-05-31,671,6363931,False,,,,,,
1133,Persona|Cliente|Personal,Victoria,Ortiz,801.216.8246,9924392001449,1983-12-30,672,2559287,True,398088,2016-06-23,Repartidor,483,5634.89,False
1134,Persona|Cliente,Debra,Young,001-461-622-0384x79147,3709424005141,1977-02-19,673,7472159,True,184013,,,,,
1135,Persona|Cliente|Personal,Sarah,Cummings,(645)595-4792,1892719508581,1965-04-14,674,8837778,False,,2010-10-20,Cajero,484,6252.76,False
1136,Persona|Cliente,Donna,Lopez,3165575607,6456737985321,1975-08-28,675,7382669,False,,,,,,
1137,Persona|Cliente,Joshua,Gonzalez,+1-566-835-3604x28046,7665102465290,1964-03-25,676,8097458,True,441067,,,,,
1138,Persona,Mark,Johnson,997.528.8728,2830030225084,1975-12-18,,,,,,,,,
1139,Persona,Sherri,Cooper,(716)760-9237x291,2463013251951,1972-11-01,,,,,,,,,
1140,Persona,Lee,Arroyo,001-970-969-1231x9620,9585175550707,1993-05-13,,,,,,,,,
1141,Persona,Christopher,Turner,712.665.2958x6122,6577521256243,1964-07-01,,,,,,,,,
1142,Persona|Cliente,Christopher,Ramirez,6302740446,4540630095975,1991-05-30,677,6644086,True,660445,,,,,
1143,Persona,April,Wright,283-358-0284,2047663204891,1986-03-12,,,,,,,,,
1144,Persona|Personal,Lacey,Henderson,934.525.8037x5820,7814991786722,1968-01-14,,,,,2014-05-14,Vendedor,485,12315.36,False
1145,Persona|Cliente,Amanda,Lane,645-984-7501x6343,1442780377782,1969-03-02,678,3632462,True,543907,,,,,
1146,Persona|Cliente,Mark,Hanson,446.766.4742,3153894707552,1996-05-30,679,5817963,True,279663,,,,,
1147,Persona,Samuel,Jackson,539.518.5437x6897,9374004751509,1995-10-28,,,,,,,,,
1148,Persona|Cliente|Personal,Courtney,Andrews,540.652.7701x45345,8407095772341,1997-11-08,680,1706988,True,939942,2023-04-03,Supervisor,486,9812.84,True
1149,Persona|Cliente,Jacqueline,Watts,001-235-562-2532,6694842794437,1999-09-22,681,8374307,False,,,,,,
1150,Persona,Zachary,Kelley,+1-803-530-5217x9012,9774033422899,1980-12-24,,,,,,,,,
1151,Persona|Cliente,Rebecca,Jones,906-980-5279,7333809326014,1999-03-24,682,4521473,True,950303,,,,,
1152,Persona|Cliente,Courtney,Nelson,001-779-943-6635x024,1687795927550,1990-01-29,683,9908519,False,,,,,,
1153,Persona|Personal,Joanne,Austin,001-215-561-3712x7504,2353042399550,2000-06-21,,,,,2013-11-25,Repartidor,487,10346.56,True
1154,Persona,Monica,English,824-816-9343,6568560778492,1999-09-11,,,,,,,,,
1155,Persona,Sarah,Ramirez,(460)691-4189x3414,6844015017925,1975-01-04,,,,,,,,,
1156,Persona,Kevin,Moore,(232)298-5573x09348,5239295556692,1978-07-23,,,,,,,,,
1157,Persona|Cliente|Personal,Joseph,Jarvis,385-412-4785x986,2850744723869,2002-03-31,684,6622717,True,741527,2011-05-27,Gerente,488,7630.14,True
1158,Persona|Personal,Jill,Maynard,4263546037,4009027445334,1997-05-16,,,,,2022-12-01,Cajero,489,5501.75,True
1159,Persona,Eric,Hall,762-497-8874x77879,3665364262217,1977-09-02,,,,,,,,,
1160,Persona|Cliente,Isabel,Bell,594.928.9980,5752950513732,1994-04-14,685,9334301,True,500696,,,,,
1161,Persona,Jose,Chung,(967)240-1595,9397500309316,2000-04-04,,,,,,,,,
1162,Persona|Cliente|Personal,Luke,Mccullough,+1-212-828-8389x135,6656879225541,2002-08-27,686,1453003,False,,2024-02-22,Gerente,490,12161.89,True
1163,Persona|Cliente,Debra,Allen,(814)612-3450x90046,8221788517875,1985-09-25,687,8410605,True,734236,,,,,
1164,Persona,Daniel,Jones,533.985.8223x6602,3147588629081,1996-04-14,,,,,,,,,
1165,Persona,Shane,Ross,(501)293-6372x77690,7096555146351,1992-03-06,,,,,,,,,
1166,Persona,David,Mathis,001-832-613-4480x75779,1157340928544,1964-01-04,,,,,,,,,
1167,Persona|Cliente|Personal,Dawn,Pearson,(329)574-3364,6027825355963,1998-09-10,688,4809801,True,191698,2017-02-04,Supervisor,491,3609.98,False
1168,Persona|Cliente,Desiree,Evans,+1-324-262-1407x91190,9927107260796,1982-10-14,689,1578997,True,683546,,,,,
1169,Persona,Ryan,Rivera,388.380.5612,9054877277911,2004-11-06,,,,,,,,,
1170,Persona|Cliente|Personal,Christopher,Carr,305-813-4838,8242534329723,1976-06-07,690,5815706,True,123559,2012-07-12,Cajero,492,3313.08,True
1171,Persona|Cliente,Alicia,Moreno,739.528.0738,1152736147613,1964-07-17,691,2361593,False,,,,,,
1172,Persona|Cliente|Personal,Samuel,Smith,8135043904,7742353134271,1965-07-11,692,5571423,False,,2023-06-07,Repartidor,493,10612.68,False
1173,Persona,Ryan,Henry,+1-865-386-9046x251,8715602377248,1988-07-04,,,,,,,,,
1174,Persona|Personal,Brandon,Baker,+1-555-504-6538x2474,8321723049251,1978-09-26,,,,,2023-12-11,Supervisor,494,5433.89,True
1175,Persona|Cliente,Diana,Willis,(224)577-6663,7070512382178,1995-05-20,693,8880462,True,760371,,,,,
1176,Persona,Connor,Williams,+1-803-516-9636x86470,5398114845490,1999-03-29,,,,,,,,,
1177,Persona,Daniel,Edwards,589-496-5523x86347,3905167996594,1964-03-10,,,,,,,,,
1178,Persona,Kathleen,Williams,886-233-4582x27863,8193318893282,1974-01-12,,,,,,,,,
1179,Persona|Cliente|Personal,Abigail,Myers,001-976-535-9890,2580439646905,1990-07-08,694,9400123,False,,2012-02-27,Vendedor,495,7646.9,True
1180,Persona|Cliente|Personal,Wyatt,Martin,3437649623,5507602926277,1998-10-13,695,2307670,False,,2010-02-12,Cajero,496,12820.28,True
1181,Persona,Jeffery,Mcknight,5004378474,7645635482827,1999-08-08,,,,,,,,,
1182,Persona|Cliente,Jennifer,Ray,001-886-543-6469,2923117318382,1991-04-24,696,4123802,True,200465,,,,,
1183,Persona|Cliente,Michael,Collins,(292)898-8902x326,7594459240982,1971-05-08,697,9599224,True,133891,,,,,
1184,Persona|Cliente,David,Lopez,833.313.2510,5206079304273,1982-02-02,698,5223816,True,178549,,,,,
1185,Persona|Cliente|Personal,Eric,Grant,348.244.7318x68172,1042605271363,1993-08-08,699,8715116,True,868793,2016-08-24,Vendedor,497,8184.2,False
1186,Persona|Personal,Manuel,Rose,+1-760-389-3968,1575867873128,1962-12-19,,,,,2019-07-10,Repartidor,498,11574.43,False
1187,Persona,Stacy,Allen,+1-492-227-1095x118,2274643431953,1988-03-27,,,,,,,,,
1188,Persona|Cliente|Personal,Kyle,Noble,(555)672-4155,2278522417620,1979-03-11,700,9015252,True,759360,2018-08-05,Repartidor,499,13559.23,False
1189,Persona,Crystal,Chang,001-595-693-7563x1195,7001866932187,1979-02-01,,,,,,,,,
1190,Persona|Cliente|Personal,James,Ramirez,+1-515-996-1332,9132009119842,2000-03-10,701,1259663,False,,2021-04-07,Vendedor,500,4111.94,False
1191,Persona|Cliente,Eric,Carpenter,001-922-682-0100,2883276635897,1991-04-05,702,3244006,True,693833,,,,,
1192,Persona|Cliente|Personal,Richard,Turner,001-546-704-5229x034,6356940224068,1994-08-30,703,5001415,True,686066,2021-09-04,Repartidor,501,7035.63,True
1193,Persona|Cliente,Kevin,Thompson,001-782-249-7600x014,5413503901194,1997-02-02,704,7252132,False,,,,,,
1194,Persona,John,Myers,9447426969,1975438339606,2003-06-02,,,,,,,,,
1195,Persona|Cliente,Latoya,Cooke,400-248-6529,8945722267182,1991-06-29,705,8248161,False,,,,,,
1196,Persona|Cliente|Personal,Daniel,Davis,290-773-3604x20337,4782138745140,1970-06-29,706,5566405,False,,2013-01-02,Cajero,502,14055.76,False
1197,Persona|Cliente,Patricia,Gillespie,(972)377-9138,9624201315879,2004-06-27,707,5530564,False,,,,,,
1198,Persona|Cliente|Personal,Henry,Miller,417-566-6625x63539,9815035471259,1961-02-25,708,2275376,True,498231,2012-05-27,Gerente,503,14648.58,False
1199,Persona,Emily,Anderson,+1-677-326-4310x3059,4615921249044,2005-03-21,,,,,,,,,
1200,Persona|Cliente,Adrian,Hall,001-319-299-9994x5609,6150252277115,1966-09-18,709,1235879,True,152013,,,,,
1201,Persona|Cliente,Michele,Vaughan,(967)712-4966,9844423936765,2003-07-29,710,2279057,True,261793,,,,,
1202,Persona,Brenda,Rivera,(273)633-6206x554,9288698614456,1996-03-18,,,,,,,,,
1203,Persona|Cliente,Carrie,Sparks,001-692-563-2945x5941,3883332547731,1998-01-01,711,7809369,False,,,,,,
1204,Persona,Karen,Allen,(709)717-1907,8637462587857,1998-03-04,,,,,,,,,
1205,Persona|Cliente,Paul,Williams,225.837.1069x5399,7954690020899,1990-07-07,712,9775344,True,923894,,,,,
1206,Persona,Denise,Johnson,333-211-4092x5365,5121390261353,1991-04-07,,,,,,,,,
1207,Persona|Cliente,Thomas,Cameron,563.521.6369x6856,7267016148221,1987-05-15,713,7999500,False,,,,,,
1208,Persona,Brian,White,552.970.8681,1903961784924,1997-01-05,,,,,,,,,
1209,Persona|Cliente,Brittney,Fisher,842.964.1444x8513,2813998701766,1968-07-20,714,7394098,True,343127,,,,,
1210,Persona|Cliente,Jennifer,Mccarthy,(985)209-2468,1841361593347,1976-08-13,715,3366173,False,,,,,,
1211,Persona,Thomas,Davis,658.771.5860x748,1702986560189,1978-06-24,,,,,,,,,
1212,Persona|Cliente|Personal,Alisha,Pennington,001-850-616-1320x589,8692999166058,1977-03-04,716,7156786,False,,2018-04-16,Repartidor,504,5247.95,False
1213,Persona,Michele,Schwartz,582.851.6286,5471988565437,1986-04-16,,,,,,,,,
1214,Persona|Cliente|Personal,Peter,Williams,(591)595-6832x6081,5299572493910,2004-05-14,717,7720103,True,193970,2017-10-10,Cajero,505,10568.27,True
1215,Persona,Linda,Freeman,001-238-536-0139,8141932545664,1982-05-14,,,,,,,,,
1216,Persona|Cliente|Personal,David,Cuevas,+1-791-717-2938x675,2779665115982,1986-05-03,718,7659288,True,824649,2017-04-07,Repartidor,506,14048.36,True
1217,Persona|Cliente|Personal,Susan,Rush,001-845-787-2974x09787,2049763019741,1963-03-11,719,3586750,False,,2019-09-17,Vendedor,507,5941.38,False
1218,Persona|Personal,Shannon,Drake,(825)883-3511x23075,8697267674286,1980-08-12,,,,,2019-10-16,Repartidor,508,10478.55,False
1219,Persona,Tara,Rios,001-546-967-7105x1518,7727325480782,1982-11-05,,,,,,,,,
1220,Persona|Cliente,James,Evans,891-975-0384x22163,1899646559505,1965-06-07,720,1048860,False,,,,,,
1221,Persona,Stephanie,Johnson,546-501-0640x303,4074829393887,1981-06-07,,,,,,,,,
1222,Persona,Alicia,Hardin,519-659-2581x810,6004309566150,1994-07-12,,,,,,,,,
1223,Persona|Cliente,Joel,Rowe,912.346.0229x6950,6833861637003,1985-03-13,721,3909944,True,483355,,,,,
1224,Persona,Nicholas,Butler,001-519-999-7071x64558,1299325070299,2005-06-16,,,,,,,,,
1225,Persona,Diana,Williams,(324)586-3693x3464,9039408117512,2004-08-10,,,,,,,,,
1226,Persona,Richard,Burns,708.382.1310,8791552359931,1982-06-21,,,,,,,,,
1227,Persona,Gail,Stewart,622-442-6019x2282,6332615144698,1999-07-08,,,,,,,,,
